GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,PLACEA,PLACECC,PLACEDC,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSCE,TRBL_SUBA,ANRCA,MSA_CMSAA,CMSA,MACCI,PMSAA,NECMAA,NECMACCI,URB_AREAA,UATYPE,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,AREALAND,AREAWATR,NAME,FUNCSTAT,INTPTLAT,INTPLON,LSADC,MACC,UACP,GMH001,GMH002,GMH003,GMH004,GMH005,GMH006,GMH007,GMH008,GMH009,GMH010,GMH011,GMH012,GMH013,GMH014,GMH015,GMH016,GMH017,GMH018,GMH019,GMH020,GMH021,GMH022,GMH023,GMH024,GMH025,GMH026
"G1701930","2000","US","2","3","Illinois","17","White","193",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1281708431","17680413","White County","A","+38104078","-088180096","06",,,667,318,700,166,383,446,38,90,161,250,135,232,101,45,19,271,34,485,80,61,136,151,1206,178,240,179
"G1701950","2000","US","2","3","Illinois","17","Whiteside","195",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1773546391","31707117","Whiteside County","A","+41778260","-089867831","06",,,696,1396,5651,534,1545,1258,154,442,493,946,716,612,537,104,143,2707,168,1766,290,215,790,691,4191,1150,764,384
"G1701970","2000","US","2","3","Illinois","17","Will","197",,,,,"0",,,,,,,,,,,,,"1602","14","N","1600","9999","9",,,,,,,,,"2167666114","32234514","Will County","A","+41527431","-088029840","06",,,834,17897,27650,7550,15042,13724,3651,8036,12661,9377,7870,5600,4915,132,2312,10418,2971,14387,4717,3398,11691,10546,34019,8727,4784,3522
"G1701990","2000","US","2","3","Illinois","17","Williamson","199",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1096636941","54291615","Williamson County","A","+37749230","-088972314","06",,,525,1599,2091,535,2020,1220,374,530,702,1786,922,689,1196,34,119,745,146,2077,381,320,1068,770,5021,1088,609,699
"G1702010","2000","US","2","3","Illinois","17","Winnebago","201",,,,,"0",,,,,,,,,,,,,"6880","99","N","9999","9999","9",,,,,,,,,"1330572400","14340767","Winnebago County","A","+42311119","-089081630","06",,,569,6572,26324,3524,7198,4652,1093,2466,4729,5262,3978,3030,1706,162,786,10719,1259,7850,2193,1228,4815,4619,20353,4727,3610,1528
"G1702030","2000","US","2","3","Illinois","17","Woodford","203",,,,,"0",,,,,,,,,,,,,"6120","99","N","9999","9999","9",,,,,,,,,"1367384872","38317003","Woodford County","A","+40783629","-089225144","06",,,701,1036,2712,435,968,708,131,427,571,878,450,450,274,84,95,797,153,894,207,119,838,568,3057,589,322,217
"G1800010","2000","US","2","3","Indiana","18","Adams","001",,,,,"0",,,,,,,,,,,,,"2760","99","N","9999","9999","9",,,,,,,,,"878938129","1485488","Adams County","A","+40744555","-084940506","06",,,453,1488,3191,460,976,377,80,243,260,427,374,478,164,84,73,1487,272,859,145,237,316,273,2052,660,383,150
"G1800030","2000","US","2","3","Indiana","18","Allen","003",,,,,"0",,,,,,,,,,,,,"2760","99","N","9999","9999","9",,,,,,,,,"1702268870","7388974","Allen County","A","+41090284","-085100068","06",,,570,9117,27270,4926,10217,5087,2088,4817,6604,7329,5583,4051,2095,239,1256,9853,2268,10026,2699,2328,7543,4948,24469,6076,4123,1621
"G1800050","2000","US","2","3","Indiana","18","Bartholomew","005",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1053706192","6527955","Bartholomew County","A","+39211509","-085892211","06",,,345,1633,9047,689,1767,1088,137,628,1278,1131,810,642,523,68,170,3292,235,2218,369,272,1091,905,4899,1314,688,505
"G1800070","2000","US","2","3","Indiana","18","Benton","007",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1052338649","236014","Benton County","A","+40579571","-087314706","06",,,300,380,763,94,229,196,18,50,85,233,81,56,36,26,34,337,32,265,42,28,162,105,786,146,119,52
"G1800090","2000","US","2","3","Indiana","18","Blackford","009",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"427600367","790354","Blackford County","A","+40462132","-085340883","06",,,142,318,1623,168,361,242,21,84,118,218,101,176,106,0,8,814,143,430,38,61,103,111,898,194,158,110
"G1800110","2000","US","2","3","Indiana","18","Boone","011",,,,,"0",,,,,,,,,,,,,"3480","99","N","9999","9999","9",,,,,,,,,"1095183694","1097913","Boone County","A","+40032080","-086450455","06",,,446,1983,2717,736,1069,979,274,837,1030,897,578,543,396,49,193,1180,422,1256,296,335,961,776,3345,817,587,357
"G1800130","2000","US","2","3","Indiana","18","Brown","013",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"808760520","11286879","Brown County","A","+39228538","-086218138","06",,,101,828,997,149,329,254,88,117,310,252,252,175,123,19,65,442,49,599,46,81,160,211,1112,441,148,97
"G1800150","2000","US","2","3","Indiana","18","Carroll","015",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"964143712","7243387","Carroll County","A","+40580759","-086584006","06",,,432,609,2195,233,445,369,55,103,254,376,145,194,101,70,30,937,62,583,130,100,273,200,1499,355,244,93
"G1800170","2000","US","2","3","Indiana","18","Cass","017",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1069323600","5323314","Cass County","A","+40746875","-086345234","06",,,465,945,4431,284,957,582,151,262,356,918,425,348,514,93,75,2161,144,1216,144,116,394,407,2975,458,366,315
"G1800190","2000","US","2","3","Indiana","18","Clark","019",,,,,"0",,,,,,,,,,,,,"4520","99","N","9999","9999","9",,,,,,,,,"971345543","3008476","Clark County","A","+38386482","-085727465","06",,,224,3141,6825,1192,2594,2462,564,1107,1454,1941,1695,1431,1133,73,405,2667,462,2863,924,387,1947,1441,7475,1928,1163,1829
"G1800210","2000","US","2","3","Indiana","18","Clay","021",,,,,"0",,,,,,,,,,,,,"8320","99","N","9999","9999","9",,,,,,,,,"926223832","7189285","Clay County","A","+39439101","-087119952","06",,,266,718,2192,148,733,548,41,137,206,517,253,311,460,52,67,822,72,1076,151,80,292,165,1816,453,292,244
"G1800230","2000","US","2","3","Indiana","18","Clinton","023",,,,,"0",,,,,,,,,,,,,"3920","99","N","9999","9999","9",,,,,,,,,"1049193310","468720","Clinton County","A","+40288872","-086496578","06",,,401,999,3566,297,770,558,86,177,316,340,389,347,200,92,80,1941,146,868,114,188,453,235,1755,614,208,219
"G1800250","2000","US","2","3","Indiana","18","Crawford","025",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"791710530","8204002","Crawford County","A","+38306130","-086437222","06",,,228,390,738,80,225,235,19,61,79,157,60,154,123,17,29,446,28,354,33,33,95,88,624,171,47,150
"G1800270","2000","US","2","3","Indiana","18","Daviess","027",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1115399472","16053700","Daviess County","A","+38698934","-087106867","06",,,799,1191,1956,258,812,705,66,129,200,413,238,323,539,83,87,979,79,792,133,72,262,193,1906,542,277,271
"G1800290","2000","US","2","3","Indiana","18","Dearborn","029",,,,,"0",,,,,,,,,,,,,"1642","21","N","1640","9999","9",,,,,,,,,"790496144","4759793","Dearborn County","A","+39135699","-084943303","06",,,136,1890,3403,632,1095,1527,199,372,754,689,971,541,262,29,174,1392,384,1225,464,211,850,723,2998,1521,363,278
"G1800310","2000","US","2","3","Indiana","18","Decatur","031",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"965039242","2107040","Decatur County","A","+39317235","-085501652","06",,,406,645,2878,255,677,405,77,108,211,441,274,211,173,51,41,1776,125,797,81,55,298,260,1486,376,348,137
"G1800330","2000","US","2","3","Indiana","18","DeKalb","033",,,,,"0",,,,,,,,,,,,,"2760","99","N","9999","9999","9",,,,,,,,,"939849684","2501129","DeKalb County","A","+41388868","-085017127","06",,,258,1113,5827,350,943,496,178,281,420,464,433,351,223,71,208,3123,149,979,211,135,462,412,2296,672,352,221
"G1800350","2000","US","2","3","Indiana","18","Delaware","035",,,,,"0",,,,,,,,,,,,,"5280","99","N","9999","9999","9",,,,,,,,,"1018621049","6819770","Delaware County","A","+40211893","-085396077","06",,,323,2656,7537,895,3697,1519,468,857,1468,4855,2330,1307,915,49,313,2323,344,3840,482,398,1558,1375,11226,2948,1378,712
"G1800370","2000","US","2","3","Indiana","18","Dubois","037",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1113917236","13317894","Dubois County","A","+38350091","-086900551","06",,,779,1197,4633,557,1117,673,134,237,333,524,393,715,214,102,121,3196,138,1288,207,91,415,348,2213,545,521,194
"G1800390","2000","US","2","3","Indiana","18","Elkhart","039",,,,,"0",,,,,,,,,,,,,"2330","99","N","9999","9999","9",,,,,,,,,"1201271553","10448707","Elkhart County","A","+41626089","-085899404","06",,,968,4281,26289,2090,4319,2300,633,1230,1766,2750,2059,1936,800,289,556,13325,1085,4708,604,604,1932,2003,10403,3226,2138,780
"G1800410","2000","US","2","3","Indiana","18","Fayette","041",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"556750300","413786","Fayette County","A","+39644201","-085157456","06",,,179,513,2787,144,571,221,81,134,303,507,410,265,177,29,26,1592,31,575,130,67,253,292,1617,478,248,106
"G1800430","2000","US","2","3","Indiana","18","Floyd","043",,,,,"0",,,,,,,,,,,,,"4520","99","N","9999","9999","9",,,,,,,,,"383314416","809536","Floyd County","A","+38316931","-085863288","06",,,126,2177,4914,922,1934,1808,436,887,1208,1696,1276,899,615,10,278,2229,345,1823,577,353,1399,1105,5597,1548,828,909
"G1800450","2000","US","2","3","Indiana","18","Fountain","045",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1024835884","5766410","Fountain County","A","+40139160","-087257568","06",,,316,354,2095,163,365,304,47,68,116,262,162,161,86,59,34,814,89,521,75,48,203,121,1167,317,144,106
"G1800470","2000","US","2","3","Indiana","18","Franklin","047",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"999742432","13812540","Franklin County","A","+39416701","-085069631","06",,,272,976,2141,189,511,460,120,167,295,241,267,213,83,18,63,1040,143,557,120,41,342,353,1186,525,184,165
"G1800490","2000","US","2","3","Indiana","18","Fulton","049",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"954430483","7424213","Fulton County","A","+41057846","-086241036","06",,,265,482,2287,268,465,408,63,88,174,291,201,309,162,16,54,1279,81,607,80,76,233,180,1246,431,204,116
"G1800510","2000","US","2","3","Indiana","18","Gibson","051",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1265945055","26592852","Gibson County","A","+38317700","-087558364","06",,,587,955,2407,368,769,1133,82,190,468,598,420,418,215,84,80,1355,148,1132,247,97,351,306,2079,787,376,174
"G1800530","2000","US","2","3","Indiana","18","Grant","053",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1072329368","2087962","Grant County","A","+40520940","-085648911","06",,,387,1477,6447,472,1815,906,248,485,599,2097,1059,819,449,57,126,2916,294,2080,290,260,902,648,6102,1210,637,337
"G1800550","2000","US","2","3","Indiana","18","Greene","055",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1403069250","10822532","Greene County","A","+39051476","-087037411","06",,,747,1164,1653,320,664,782,98,192,450,629,301,429,839,80,159,967,91,903,148,110,314,414,2396,462,453,454
"G1800570","2000","US","2","3","Indiana","18","Hamilton","057",,,,,"0",,,,,,,,,,,,,"3480","99","N","9999","9999","9",,,,,,,,,"1030659443","12400138","Hamilton County","A","+40031229","-086065824","06",,,373,4752,10801,3900,5724,1968,1707,5933,6379,4683,2659,1766,1735,60,970,3622,1325,5028,679,1640,5770,4292,13896,2707,2320,1005
"G1800590","2000","US","2","3","Indiana","18","Hancock","059",,,,,"0",,,,,,,,,,,,,"3480","99","N","9999","9999","9",,,,,,,,,"792860060","1573047","Hancock County","A","+39820991","-085790803","06",,,376,2531,3613,885,1948,1027,387,770,1122,845,642,708,646,39,324,1499,428,1696,330,331,1445,955,4284,987,638,425
"G1800610","2000","US","2","3","Indiana","18","Harrison","061",,,,,"0",,,,,,,,,,,,,"4520","99","N","9999","9999","9",,,,,,,,,"1256707048","4298352","Harrison County","A","+38213797","-086107584","06",,,463,1574,2753,361,897,864,222,243,499,610,492,389,208,118,159,1167,82,900,333,129,514,417,2398,917,484,407
"G1800630","2000","US","2","3","Indiana","18","Hendricks","063",,,,,"0",,,,,,,,,,,,,"3480","99","N","9999","9999","9",,,,,,,,,"1057734962","1249174","Hendricks County","A","+39769192","-086452581","06",,,392,3717,5766,1611,3131,4445,678,1808,1941,1671,1267,1670,1171,70,520,2407,692,3312,1531,616,2173,2005,7969,1747,1196,843
"G1800650","2000","US","2","3","Indiana","18","Henry","065",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1017676405","5101891","Henry County","A","+39923532","-085405985","06",,,327,1537,4468,332,1296,622,213,290,505,872,427,718,425,83,136,1341,122,1520,220,266,530,502,3550,840,568,425
"G1800670","2000","US","2","3","Indiana","18","Howard","067",,,,,"0",,,,,,,,,,,,,"3850","99","N","9999","9999","9",,,,,,,,,"759039097","2229896","Howard County","A","+40475438","-086126407","06",,,250,1657,9517,489,2217,915,399,529,981,1316,1267,979,819,38,236,4005,241,2343,292,458,921,674,5642,1744,925,567
"G1800690","2000","US","2","3","Indiana","18","Huntington","069",,,,,"0",,,,,,,,,,,,,"2760","99","N","9999","9999","9",,,,,,,,,"990911815","13853095","Huntington County","A","+40836839","-085477295","06",,,319,1055,4128,465,1047,690,153,262,350,752,631,459,288,104,111,1975,291,1142,160,226,573,313,2817,677,532,168
"G1800710","2000","US","2","3","Indiana","18","Jackson","071",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1319119215","11495954","Jackson County","A","+38917112","-085979889","06",,,546,1394,4357,529,1479,596,113,310,432,501,393,411,314,157,102,2534,182,1496,228,158,390,389,2101,658,394,221
"G1800730","2000","US","2","3","Indiana","18","Jasper","073",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1450045348","3514142","Jasper County","A","+41022050","-087133815","06",,,592,1277,2198,348,832,771,103,125,351,622,342,239,152,152,67,766,81,821,306,144,307,193,1941,639,344,188
"G1800750","2000","US","2","3","Indiana","18","Jay","075",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"993614553","465184","Jay County","A","+40425659","-085030582","06",,,283,665,2606,211,402,364,94,77,80,269,239,235,156,73,45,1354,158,552,57,110,246,187,1268,317,211,160
"G1800770","2000","US","2","3","Indiana","18","Jefferson","077",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"935931397","4081365","Jefferson County","A","+38766912","-085436056","06",,,257,967,2867,183,751,677,121,214,247,799,343,366,262,40,83,1417,107,995,138,96,282,338,2678,543,383,173
"G1800790","2000","US","2","3","Indiana","18","Jennings","079",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"977006491","2919492","Jennings County","A","+39000810","-085626827","06",,,275,820,3110,208,786,351,60,133,178,464,245,364,112,47,74,1571,99,966,112,45,162,198,1985,437,242,200
"G1800810","2000","US","2","3","Indiana","18","Johnson","081",,,,,"0",,,,,,,,,,,,,"3480","99","N","9999","9999","9",,,,,,,,,"829297013","3531854","Johnson County","A","+39513686","-086100823","06",,,369,3909,7998,1667,3889,3159,805,1702,2471,2362,1847,1342,997,119,637,3088,595,4012,868,977,2830,1744,8780,1856,1224,800
"G1800830","2000","US","2","3","Indiana","18","Knox","083",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1336004527","21294379","Knox County","A","+38697416","-087418937","06",,,982,871,1578,414,1153,896,141,201,371,1266,643,478,552,54,107,498,115,1370,124,136,518,256,3702,940,538,352
"G1800850","2000","US","2","3","Indiana","18","Kosciusko","085",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1392125540","43602648","Kosciusko County","A","+41264505","-085833206","06",,,674,1848,10630,411,1756,788,320,568,705,993,936,889,321,143,219,5212,183,2111,245,332,840,744,3990,1381,783,365
"G1800870","2000","US","2","3","Indiana","18","Lagrange","087",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"983064819","18525491","LaGrange County","A","+41645075","-085428214","06",,,668,813,5024,308,748,349,79,100,193,432,259,382,114,128,50,2206,134,826,95,75,272,252,1344,656,324,135
"G1800890","2000","US","2","3","Indiana","18","Lake","089",,,,,"0",,,,,,,,,,,,,"1602","14","N","2960","9999","9",,,,,,,,,"1287184722","335035775","Lake County","A","+41529603","-087395253","06",,,496,12723,31418,4873,11661,10283,1967,4080,7599,8710,7929,6051,4124,151,1414,8552,1727,14288,3708,2228,7468,8095,34049,11090,5208,3512
"G1800910","2000","US","2","3","Indiana","18","LaPorte","091",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1549429105","38336917","LaPorte County","A","+41599217","-086779261","06",,,647,3509,9184,1122,2686,2102,462,700,1456,1751,1828,980,1153,99,269,3928,426,3298,713,555,1345,1475,7105,2363,1086,855
"G1800930","2000","US","2","3","Indiana","18","Lawrence","093",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1162466015","8390544","Lawrence County","A","+38840482","-086485148","06",,,505,1242,3993,381,1080,680,202,247,477,888,500,490,808,88,78,2204,91,1222,170,198,461,508,3569,791,478,315
"G1800950","2000","US","2","3","Indiana","18","Madison","095",,,,,"0",,,,,,,,,,,,,"3480","99","N","9999","9999","9",,,,,,,,,"1171010928","2022316","Madison County","A","+40145940","-085719201","06",,,449,3134,9939,1230,4130,1655,480,1288,1945,2449,1881,1509,1471,80,256,3945,535,4090,463,562,2371,1613,9193,2701,1766,1072
"G1800970","2000","US","2","3","Indiana","18","Marion","097",,,,,"0",,,,,,,,,,,,,"3480","99","N","9999","9999","9",,,,,,,,,"1026279857","17585955","Marion County","C","+39792792","-086141810","06",,,599,24052,40466,12805,25638,19209,6178,15330,22448,19138,17593,10373,9220,246,3264,18252,6256,26356,7974,6027,22081,18317,60577,19076,11269,9558
"G1800990","2000","US","2","3","Indiana","18","Marshall","099",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1150665571","14633440","Marshall County","A","+41331349","-086268543","06",,,364,1394,5233,485,972,950,144,278,410,753,472,576,306,69,143,2463,237,1189,177,265,387,342,2844,784,534,316
"G1801010","2000","US","2","3","Indiana","18","Martin","101",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"870588814","11373992","Martin County","A","+38724504","-086833305","06",,,171,407,825,64,253,247,21,43,132,186,74,138,179,17,4,492,10,250,45,35,71,121,621,119,106,162
"G1801030","2000","US","2","3","Indiana","18","Miami","103",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"972849489","4512147","Miami County","A","+40753246","-086053583","06",,,393,948,3340,419,809,659,76,174,289,498,347,389,612,111,131,1699,134,1053,181,105,382,361,2122,644,389,352
"G1801050","2000","US","2","3","Indiana","18","Monroe","105",,,,,"0",,,,,,,,,,,,,"1020","99","N","9999","9999","9",,,,,,,,,"1021351780","43955450","Monroe County","A","+39161997","-086540369","06",,,433,2977,3865,808,3320,1311,1033,1307,2210,8045,3609,1362,1493,144,485,2330,289,3540,465,998,1563,1777,12801,3660,1366,797
"G1801070","2000","US","2","3","Indiana","18","Montgomery","107",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1306678230","2140304","Montgomery County","A","+40032010","-086887139","06",,,387,857,4225,263,817,616,308,284,392,962,478,460,248,66,113,1752,146,1214,187,323,462,364,2159,730,454,223
"G1801090","2000","US","2","3","Indiana","18","Morgan","109",,,,,"0",,,,,,,,,,,,,"3480","99","N","9999","9999","9",,,,,,,,,"1052753734","7552456","Morgan County","A","+39499253","-086412857","06",,,463,3299,4477,732,1944,2701,172,619,1060,912,953,870,618,59,365,1924,351,2063,1008,281,1192,899,4071,1533,506,692
"G1801110","2000","US","2","3","Indiana","18","Newton","111",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1040783341","4363716","Newton County","A","+40951375","-087402193","06",,,236,578,1249,132,360,459,37,77,133,184,195,230,113,41,50,568,63,418,51,59,188,103,844,307,153,108
"G1801130","2000","US","2","3","Indiana","18","Noble","113",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1064775038","16831334","Noble County","A","+41408138","-085413889","06",,,365,1232,6943,446,937,545,170,253,362,494,409,407,232,104,92,4064,198,911,206,242,545,428,2173,684,385,194
"G1801150","2000","US","2","3","Indiana","18","Ohio","115",,,,,"0",,,,,,,,,,,,,"1642","21","N","1640","9999","9",,,,,,,,,"224612911","1934679","Ohio County","A","+38948067","-084940039","06",,,33,235,432,65,107,214,25,33,72,61,177,54,46,0,11,134,33,147,61,41,45,115,315,256,66,39
"G1801170","2000","US","2","3","Indiana","18","Orange","117",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1034754978","22482801","Orange County","A","+38561967","-086517884","06",,,259,766,1626,118,427,358,20,95,242,295,208,131,118,40,90,960,72,566,96,85,161,136,1182,429,185,99
"G1801190","2000","US","2","3","Indiana","18","Owen","119",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"997606598","6872342","Owen County","A","+39307950","-086818225","06",,,261,1171,1506,163,516,495,94,123,265,412,202,295,226,47,86,1179,54,543,167,112,193,261,1227,355,223,178
"G1801210","2000","US","2","3","Indiana","18","Parke","121",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1151958364","13782456","Parke County","A","+39763805","-087219238","06",,,308,508,1303,155,388,293,54,56,204,225,191,241,233,48,60,454,92,546,68,43,145,120,935,385,125,252
"G1801230","2000","US","2","3","Indiana","18","Perry","123",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"987805969","12812953","Perry County","A","+38012306","-086695887","06",,,267,539,2176,114,310,314,5,69,167,175,149,195,198,63,45,1141,34,530,53,68,159,129,1115,306,133,287
"G1801250","2000","US","2","3","Indiana","18","Pike","125",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"870692004","12708620","Pike County","A","+38411987","-087237138","06",,,377,313,970,105,207,542,29,29,85,254,95,178,95,35,14,579,34,406,100,38,118,66,872,154,151,72
"G1801270","2000","US","2","3","Indiana","18","Porter","127",,,,,"0",,,,,,,,,,,,,"1602","14","N","2960","9999","9",,,,,,,,,"1082900386","268065565","Porter County","A","+41523510","-087086655","06",,,210,5031,13453,1472,3901,3179,631,1329,2716,3692,2592,1701,1069,84,543,2510,613,4767,1192,767,2197,2585,11492,3578,1481,1038
"G1801290","2000","US","2","3","Indiana","18","Posey","129",,,,,"0",,,,,,,,,,,,,"2440","99","N","9999","9999","9",,,,,,,,,"1058010756","28353431","Posey County","A","+38025891","-087848770","06",,,532,897,2449,316,585,643,54,148,408,425,298,287,172,46,90,879,125,745,222,85,451,378,2019,573,181,141
"G1801310","2000","US","2","3","Indiana","18","Pulaski","131",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1123214862","2317449","Pulaski County","A","+41045238","-086690363","06",,,456,352,1274,177,228,285,41,60,116,191,90,160,110,104,18,449,73,359,52,54,152,94,867,211,111,165
"G1801330","2000","US","2","3","Indiana","18","Putnam","133",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1244000427","5887092","Putnam County","A","+39660304","-086840246","06",,,304,1248,2213,321,1017,1005,102,255,423,779,376,465,424,52,125,1097,243,1084,325,139,326,202,2321,676,302,359
"G1801350","2000","US","2","3","Indiana","18","Randolph","135",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1172831907","1016609","Randolph County","A","+40164503","-085004604","06",,,317,629,2928,244,722,360,63,154,299,396,274,336,209,67,65,1217,88,700,114,68,292,261,1833,527,268,193
"G1801370","2000","US","2","3","Indiana","18","Ripley","137",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1156068539","4024275","Ripley County","A","+39150121","-085241433","06",,,324,971,2747,230,628,527,116,183,275,335,280,304,118,82,49,1463,81,715,156,74,340,266,1531,545,326,171
"G1801390","2000","US","2","3","Indiana","18","Rush","139",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1057447250","874562","Rush County","A","+39621652","-085475672","06",,,540,509,1819,271,501,328,48,41,169,194,125,197,148,79,46,952,103,508,56,22,225,203,1025,331,185,165
"G1801410","2000","US","2","3","Indiana","18","St Joseph","141",,,,,"0",,,,,,,,,,,,,"7800","99","N","9999","9999","9",,,,,,,,,"1184506795","9404250","St. Joseph County","A","+41664783","-086241933","06",,,350,6336,18305,4033,7568,4121,1676,2702,4780,8219,4222,3145,2085,68,911,7237,1554,8001,1361,1601,4286,4350,21705,4837,2855,1255
"G1801430","2000","US","2","3","Indiana","18","Scott","143",,,,,"0",,,,,,,,,,,,,"4520","99","N","9999","9999","9",,,,,,,,,"493102309","6067249","Scott County","A","+38695829","-085765904","06",,,186,609,2273,132,718,407,98,110,237,286,246,226,154,0,45,1430,77,630,83,55,225,203,1318,444,207,191
"G1801450","2000","US","2","3","Indiana","18","Shelby","145",,,,,"0",,,,,,,,,,,,,"3480","99","N","9999","9999","9",,,,,,,,,"1068729086","1221371","Shelby County","A","+39532818","-085779679","06",,,427,1767,4245,650,1012,938,179,309,622,558,631,534,454,67,200,2026,353,1162,170,224,870,484,2665,936,435,389
"G1801470","2000","US","2","3","Indiana","18","Spencer","147",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1032591768","6594621","Spencer County","A","+38024372","-087013205","06",,,455,654,1902,307,498,555,33,102,167,308,209,147,166,68,56,938,79,709,159,81,252,229,1266,403,221,109
"G1801490","2000","US","2","3","Indiana","18","Starke","149",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"801110734","7776634","Starke County","A","+41271927","-086654352","06",,,174,797,2251,183,538,474,68,83,194,289,152,209,128,70,48,1061,32,597,68,94,189,166,1391,325,208,223
"G1801510","2000","US","2","3","Indiana","18","Steuben","151",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"799592091","35634757","Steuben County","A","+41651551","-085009314","06",,,272,894,4230,264,979,409,131,227,291,698,514,326,232,42,112,2470,118,1157,175,151,373,349,1797,613,417,196
"G1801530","2000","US","2","3","Indiana","18","Sullivan","153",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1158231746","17730783","Sullivan County","A","+39100806","-087395420","06",,,329,567,975,149,519,479,70,76,127,383,217,217,379,22,89,453,4,617,86,60,262,196,1508,349,206,255
